"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Water Temp","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Logger Temperature","Internal Batt","RPM","Steering Angle","Pitch Angle","Yaw Angle"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","g","g","g","deg/s","deg/s","deg/s","°C","V","rpm","deg","deg","deg"
"638.800","66.3773","16","0.1810","-0.5452","0.1756","92.0863","5.4473","153.8931","4.7000","0.0900","193.9358","44.98563605","4.85669941","59.3","1.07","0.17","0.37","-3.5","20.5","1.4","115.2","3.4","9787","-2.6","42.1","130.2"
"638.850","65.4430","16","0.2053","-0.5466","0.1792","92.4282","6.2659","153.8915","4.7000","0.0900","166.2268","44.98563559","4.85671082","58.6","1.06","0.19","0.35","-10.6","-5.9","1.8","109.5","3.4","9657","-2.5","42.2","130.1"
"638.900","64.6153","16","0.2421","-0.5359","0.1729","92.7162","7.4989","153.8939","4.7000","0.0900","137.1375","44.98563526","4.85672204","57.8","1.05","0.23","0.34","-19.7","-21.9","-7.7","103.9","3.4","9472","-2.2","42.2","129.8"
"638.950","63.7348","16","0.2881","-0.5383","0.1849","92.9530","9.0575","153.9022","4.7000","0.0900","111.9919","44.98563479","4.85673313","57.0","1.04","0.29","0.33","-29.0","-26.8","-21.5","98.2","3.4","9386","-1.4","42.2","129.3"
"639.000","62.6810","16","0.3163","-0.5491","0.2073","93.3327","10.0897","153.9095","4.7000","0.0900","98.8734","44.98563435","4.85674401","56.2","1.04","0.38","0.35","-40.4","-21.6","-25.8","92.5","3.4","9289","-0.4","42.2","128.4"
"639.050","61.6491","16","0.3438","-0.5655","0.2153","94.0171","11.1392","153.9150","4.7000","0.0900","88.0835","44.98563370","4.85675462","55.4","1.05","0.49","0.38","-41.5","-31.7","-31.5","86.8","3.4","9186","0.7","42.2","127.1"
"639.100","60.3922","16","0.4499","-0.5869","0.2059","95.0859","14.8282","153.9091","4.7000","0.0900","64.8205","44.98563292","4.85676506","54.5","1.06","0.63","0.41","-53.1","-9.5","-34.6","81.2","3.4","9086","1.5","42.1","125.2"
"639.150","59.5668","16","0.6453","-0.5986","0.2187","96.0888","21.6360","153.9126","4.7000","0.0843","43.8174","44.98563201","4.85677540","53.6","1.05","0.82","0.47","-101.7","34.6","-44.8","75.5","3.4","9025","2.4","41.8","122.4"
"639.200","58.6671","16","0.8500","-0.6171","0.2458","97.3932","28.9965","153.9458","4.7000","0.0882","32.2010","44.98563081","4.85678551","52.8","1.04","1.02","0.54","-166.7","33.5","-61.6","69.8","3.4","8969","5.2","41.6","118.8"
"639.250","57.3185","16","1.0206","-0.6113","0.2613","98.8316","35.4686","153.9693","4.7000","0.1007","25.7200","44.98562951","4.85679529","51.8","1.01","1.11","0.64","-202.6","0.8","-75.2","64.1","3.4","8952","10.6","41.6","114.3"
"639.300","56.1946","16","1.1465","-0.5683","0.3296","100.5730","40.6103","154.0019","4.7000","0.1133","22.0231","44.98562810","4.85680497","50.9","0.98","1.09","0.80","-197.3","1.0","-83.5","58.5","3.4","8946","17.2","42.0","109.2"
"639.350","55.3667","16","1.2281","-0.5259","0.3167","102.5682","44.2934","153.9958","4.7000","0.1315","19.8943","44.98562620","4.85681437","50.0","0.91","1.09","0.94","-237.1","39.6","-102.6","52.8","3.4","8900","23.7","42.5","103.5"
"639.400","54.4254","16","1.2674","-0.5017","0.2496","105.4732","46.4972","153.9481","4.7000","0.1482","18.6292","44.98562393","4.85682349","49.0","0.84","1.02","1.04","-267.2","74.1","-111.9","47.1","3.4","8766","31.5","43.6","97.4"
"639.450","53.4364","16","1.2715","-0.4912","0.2000","109.0315","47.4372","153.9089","4.7000","0.1608","17.9283","44.98562115","4.85683210","48.0","0.78","0.86","1.11","-251.9","95.7","-84.7","41.4","3.4","8530","40.1","44.8","90.8"
"639.500","52.6511","16","1.2668","-0.4874","0.1563","111.6150","48.0623","153.8894","4.7000","0.1667","17.4350","44.98561831","4.85684054","47.2","0.76","0.56","1.17","-182.8","90.9","-43.3","35.8","3.4","8285","47.8","46.0","84.7"
"639.550","51.9914","16","1.2598","-0.4927","0.1337","113.1615","48.6173","153.8696","4.7000","0.1542","17.0200","44.98561561","4.85684876","46.3","0.75","0.29","1.27","-99.7","79.2","-23.9","30.1","3.4","8116","53.1","46.8","79.9"
"639.600","51.1343","16","1.2447","-0.4840","0.1545","114.7107","48.8794","153.8730","4.7000","0.1583","16.6497","44.98561277","4.85685684","45.5","0.71","0.15","1.42","-57.2","68.3","-28.0","24.4","3.4","8017","55.4","47.2","76.2"
"639.650","49.8119","16","1.1800","-0.4539","0.1114","116.5213","47.1471","153.8307","4.7000","0.1408","16.8150","44.98560975","4.85686433","44.8","0.66","0.11","1.53","-52.0","33.0","-31.9","21.9","3.4","7945","56.0","47.2","73.1"
"639.700","48.7527","16","1.1387","-0.4642","0.0922","119.4000","46.2582","153.8232","4.7000","0.1500","16.7737","44.98560644","4.85687145","44.3","0.63","0.06","1.56","-42.4","14.2","-27.5","21.4","3.4","7851","56.5","47.2","70.0"
"639.750","47.8483","16","1.1092","-0.4986","0.0539","122.2364","45.8558","153.8000","4.7000","0.1500","16.6071","44.98560286","4.85687818","43.9","0.58","0.00","1.56","-9.6","14.4","-16.8","20.8","3.4","7737","56.4","47.0","67.3"
"639.800","47.1605","16","1.1126","-0.4889","-0.0073","124.8872","46.8742","153.7697","4.7000","0.1500","16.0127","44.98559920","4.85688473","43.6","0.56","0.02","1.58","29.1","19.6","-5.5","20.3","3.4","7616","55.1","46.7","65.2"
"639.850","46.7123","16","1.1505","-0.4813","-0.0353","127.4271","49.3934","153.7561","4.7000","0.1507","15.0516","44.98559527","4.85689095","43.4","0.55","0.09","1.57","41.2","23.5","-5.7","19.8","3.4","7486","52.6","46.1","63.6"
"639.900","45.9012","16","1.2497","-0.4325","0.0093","130.0399","54.6779","153.7668","4.7000","0.1600","13.3608","44.98559143","4.85689678","43.3","0.53","0.14","1.56","68.9","12.6","-2.6","19.2","3.4","7377","49.5","45.4","62.3"
"639.950","45.1365","16","1.3121","-0.3760","0.0129","132.5124","58.4039","153.7682","4.7000","0.1542","12.3000","44.98558737","4.85690234","43.2","0.52","0.24","1.63","99.2","7.4","6.8","18.7","3.4","7336","45.3","44.7","61.3"
"640.000","44.3461","16","1.3366","-0.3458","0.0094","135.2068","60.4321","153.7577","4.7000","0.1417","11.6791","44.98558312","4.85690740","43.2","0.48","0.43","1.66","63.3","20.3","-0.4","18.2","3.4","7374","40.1","43.9","60.5"
"640.050","43.1582","16","1.3518","-0.3208","-0.0278","138.5200","62.0285","153.7460","4.7000","0.1507","11.0737","44.98557890","4.85691188","43.2","0.43","0.53","1.62","49.2","22.1","-2.7","17.6","3.4","7479","35.9","43.2","59.2"
"640.100","42.5994","16","1.4337","-0.3284","-0.0287","142.1206","66.7398","153.7486","4.7000","0.1567","10.1587","44.98557434","4.85691602","43.2","0.40","0.60","1.61","99.6","22.6","-4.5","17.1","3.4","7598","31.8","42.5","57.5"
"640.150","42.4192","16","1.5533","-0.3181","-0.0261","145.8396","73.4006","153.7391","4.7000","0.1500","9.1978","44.98556958","4.85691970","43.1","0.43","0.82","1.59","139.4","26.7","-5.7","16.6","3.4","7582","25.5","41.8","56.0"
"640.200","41.8882","16","1.6520","-0.2354","-0.0184","149.3010","79.2174","153.7411","4.7000","0.1500","8.4157","44.98556474","4.85692300","43.2","0.44","1.06","1.44","101.1","35.6","-24.1","16.0","3.4","7568","17.9","41.2","54.5"
"640.250","41.4866","16","1.7119","-0.1374","0.0529","153.6488","83.0412","153.7802","4.7000","0.1608","7.9512","44.98555972","4.85692578","43.2","0.44","1.27","1.33","49.0","36.1","-38.9","15.5","3.4","7634","11.5","40.6","52.2"
"640.300","41.5345","16","1.7404","-0.0511","0.0244","157.5188","85.0531","153.7793","4.7000","0.1797","7.7721","44.98555460","4.85692813","43.2","0.47","1.41","1.22","12.9","34.1","-37.5","15.0","3.4","7580","7.2","40.5","49.2"
"640.350","41.2136","16","1.7666","0.0217","0.0547","162.7082","86.6804","153.7875","4.7000","0.2058","7.5673","44.98554928","4.85692959","43.2","0.48","1.43","1.09","7.4","-4.8","-45.0","14.4","3.4","7487","4.3","40.5","46.0"
"640.400","41.4919","16","1.7934","0.0702","0.0558","167.4358","88.1012","153.7938","4.7000","0.2100","7.4955","44.98554387","4.85693067","43.2","0.52","1.50","1.00","11.3","-51.8","-53.7","13.9","3.4","7465","1.8","40.5","43.0"
"640.450","41.0800","16","1.7542","0.1160","0.0791","171.2664","86.1039","153.7896","4.7000","0.1893","7.5932","44.98553862","4.85693148","43.2","0.49","1.57","0.96","-27.6","-38.7","-52.1","13.3","3.4","7369","-0.4","40.4","40.0"
"640.500","41.2063","16","1.7135","0.1348","0.0167","175.1406","83.8670","153.7654","4.7000","0.1768","7.8197","44.98553331","4.85693165","43.2","0.46","1.58","0.91","-69.6","6.3","-47.3","12.8","3.4","7273","-0.7","40.4","36.9"
"640.550","41.6757","16","1.6762","0.1373","-0.0328","178.5782","81.7363","153.7576","4.7000","0.1700","8.1150","44.98552790","4.85693145","43.2","0.46","1.64","0.91","-123.8","27.4","-60.2","12.3","3.4","7218","0.9","40.3","33.4"
"640.600","41.8300","16","1.6219","0.1245","-0.0097","-113.9505","78.7873","153.7662","4.7000","0.1865","8.4499","44.98552257","4.85693058","43.2","0.48","1.65","0.97","-178.0","33.3","-66.7","11.7","3.4","7152","4.8","40.2","29.3"
"640.650","42.1393","16","1.5815","0.1454","0.1201","-172.2613","76.5611","153.8091","4.7000","0.2007","8.7599","44.98551724","4.85692916","43.2","0.51","1.54","1.06","-157.2","37.6","-56.4","11.5","3.4","7099","10.6","40.4","25.0"
"640.700","42.2442","16","1.5654","0.1719","0.1762","-168.6749","75.4287","153.8394","4.7000","0.2100","8.9136","44.98551207","4.85692735","43.2","0.48","1.38","1.16","-90.2","38.1","-41.1","11.5","3.4","7070","15.5","40.5","20.9"
"640.750","42.3379","16","1.5181","0.1345","0.2708","-165.5142","72.7644","153.8788","4.7000","0.2100","9.2604","44.98550702","4.85692523","43.1","0.51","1.30","1.26","8.9","20.5","-28.3","11.5","3.4","7041","17.5","40.6","17.9"
"640.800","42.2222","16","1.4572","0.0892","0.2943","-162.3893","69.5649","153.8921","4.7000","0.2017","9.6598","44.98550208","4.85692273","43.1","0.50","1.34","1.30","28.3","23.3","-24.8","11.5","3.4","7042","15.8","40.3","15.9"
"640.850","42.2351","16","1.4803","0.0408","0.2677","-158.8192","70.5190","153.8793","4.7000","0.2015","9.5321","44.98549739","4.85691967","43.1","0.45","1.39","1.29","-21.5","3.9","-40.2","11.5","3.4","7065","13.5","40.1","13.9"
"640.900","42.4453","16","1.4772","0.0033","0.2558","-154.5053","70.3762","153.8609","4.7000","0.2200","9.5989","44.98549275","4.85691595","43.1","0.45","1.40","1.25","-81.1","11.5","-52.8","11.5","3.4","7015","13.0","40.1","11.1"
"640.950","42.6263","16","1.4724","-0.0468","0.2392","-151.1709","70.2615","153.8650","4.7000","0.2200","9.6556","44.98548826","4.85691201","43.1","0.46","1.30","1.20","-80.3","28.1","-59.5","11.5","3.4","7051","14.6","40.1","7.4"
"641.000","42.8683","16","1.4619","-0.0461","0.2771","-147.7810","70.0091","153.8776","4.7000","0.2118","9.7454","44.98548391","4.85690760","43.1","0.47","1.22","1.19","-24.5","1.5","-53.2","11.5","3.4","7142","15.7","40.2","3.5"
"641.050","42.3561","16","1.4275","-0.0166","0.3722","-144.9177","68.5879","153.9209","4.7000","0.2100","9.8285","44.98547994","4.85690308","43.2","0.53","1.24","1.19","34.1","8.2","-35.7","11.5","3.4","7185","14.5","40.2","0.1"
"641.100","41.1101","16","1.4657","0.0353","0.3843","-141.0556","70.5511","153.9294","4.7000","0.2035","9.2739","44.98547648","4.85689820","43.2","0.51","1.31","1.16","8.2","16.4","-42.2","11.5","3.4","7243","11.3","40.2","-2.9"
"641.150","41.3670","16","1.4958","0.0859","0.3392","-137.1502","71.9950","153.9178","4.7000","0.1957","9.1447","44.98547302","4.85689269","43.2","0.46","1.34","1.11","-26.5","-8.7","-53.5","11.5","3.4","7302","8.9","40.1","-6.1"
"641.200","42.3700","16","1.4851","0.1249","0.3474","-133.5350","71.3225","153.9226","4.7000","0.2000","9.4548","44.98546963","4.85688673","43.1","0.46","1.34","1.07","-39.0","11.6","-50.0","11.5","3.4","7266","8.1","40.3","-9.5"
"641.250","42.8892","16","1.4448","0.1772","0.3855","-130.0377","69.1184","153.9525","4.7000","0.1992","9.8759","44.98546645","4.85688032","43.1","0.50","1.32","1.02","-27.7","22.5","-47.3","11.5","3.4","7276","7.8","40.3","-12.7"
"641.300","43.1134","16","1.3837","0.1984","0.4451","-127.3273","65.7954","153.9854","4.7000","0.1900","10.4289","44.98546338","4.85687403","43.1","0.48","1.31","1.02","-33.4","-14.2","-48.4","11.5","3.4","7289","7.4","40.3","-15.7"
"641.350","43.2539","16","1.3363","0.2336","0.5146","-124.2701","63.0957","154.0245","4.7000","0.1785","10.9105","44.98546070","4.85686733","43.1","0.45","1.29","1.01","-26.2","-13.1","-34.7","11.5","3.4","7266","7.2","40.3","-18.5"
"641.400","43.5534","16","1.2910","0.2732","0.5419","-120.8029","60.4397","154.0542","4.7000","0.1700","11.4688","44.98545826","4.85686037","43.1","0.48","1.22","0.99","-23.4","16.5","-28.8","11.5","3.4","7224","7.1","40.4","-20.9"
"641.450","43.9971","15","1.2203","0.2622","0.5019","-117.5873","56.5567","154.0418","4.7000","0.1692","12.3811","44.98545615","4.85685295","43.1","0.47","1.14","0.98","-39.6","-1.1","-33.2","11.5","3.4","7261","6.9","40.6","-23.1"
"641.500","44.3872","15","1.1760","0.2224","0.4713","-114.6768","53.9974","154.0272","4.7000","0.1600","13.0829","44.98545418","4.85684548","43.1","0.48","1.05","0.97","-47.1","-0.4","-36.2","11.5","3.4","7242","7.5","40.7","-25.3"
"641.550","44.6783","15","1.1446","0.1494","0.4579","-112.6186","52.1461","154.0288","4.7000","0.1600","13.6363","44.98545227","4.85683793","43.1","0.46","0.95","0.96","-42.4","37.1","-29.9","11.5","3.4","7242","8.4","40.8","-27.5"
"641.600","44.6517","15","1.1559","0.0953","0.4993","-110.2814","52.4044","154.0405","4.7000","0.1517","13.5610","44.98545062","4.85683041","43.1","0.47","0.87","0.94","-8.4","15.0","-32.8","11.5","3.4","7271","9.0","40.8","-29.5"
"641.650","44.6909","15","1.1077","0.1533","0.4963","-107.9888","50.0646","154.0494","4.7000","0.1300","14.2072","44.98544927","4.85682268","43.1","0.50","0.83","0.96","-2.9","-44.4","-38.8","11.5","3.4","7338","8.3","40.7","-31.3"
"641.700","45.1537","15","1.0471","0.2105","0.4140","-105.1006","47.0620","154.0315","4.7000","0.1268","15.2701","44.98544820","4.85681461","43.1","0.48","0.80","0.96","-23.1","-26.9","-32.5","11.5","3.4","7397","7.5","40.7","-33.0"
"641.750","45.8078","15","0.9903","0.2234","0.3438","-102.7518","44.1664","154.0074","4.7000","0.1200","16.5070","44.98544723","4.85680643","43.1","0.46","0.77","0.95","-45.0","17.1","-25.7","11.5","3.4","7431","7.6","40.8","-34.9"
"641.800","46.1291","15","0.9396","0.2132","0.2886","-100.6698","41.5672","153.9865","4.7000","0.1117","17.6622","44.98544646","4.85679827","43.1","0.51","0.75","0.94","-26.6","32.3","-15.7","11.5","3.4","7461","8.3","41.0","-36.8"
"641.850","46.2289","15","0.8990","0.2053","0.3264","-98.6412","39.4650","154.0125","4.7000","0.1100","18.6433","44.98544584","4.85679008","43.2","0.50","0.73","0.96","-16.3","47.2","-9.3","11.5","3.4","7519","8.4","41.0","-38.6"
"641.900","46.6547","15","0.8832","0.2338","0.3821","-96.8723","38.4816","154.0392","4.7000","0.1100","19.2958","44.98544532","4.85678170","43.2","0.49","0.72","0.97","-18.1","47.2","-7.8","11.5","3.4","7596","8.1","41.1","-40.2"
"641.950","47.2387","15","0.8597","0.2604","0.3972","-94.9689","37.1417","154.0605","4.7000","0.1100","20.2421","44.98544504","4.85677323","43.2","0.45","0.70","0.95","-41.4","50.9","-11.8","11.5","3.4","7626","8.0","41.2","-41.8"
"642.000","47.8886","15","0.8293","0.2525","0.3854","-93.2104","35.4913","154.0612","4.7000","0.1100","21.4749","44.98544483","4.85676457","43.2","0.47","0.68","0.92","-18.6","44.7","-15.5","11.5","3.4","7692","8.6","41.4","-43.6"
"642.050","48.0578","15","0.7904","0.2236","0.3967","-91.8655","33.5239","154.0689","4.7000","0.1000","22.8155","44.98544485","4.85675608","43.2","0.48","0.68","0.92","-10.6","19.8","-19.6","11.5","3.4","7758","8.4","41.4","-45.2"
"642.100","48.1793","15","0.7823","0.2013","0.3060","-90.0746","32.9232","154.0524","4.7000","0.1000","23.2905","44.98544512","4.85674749","43.2","0.50","0.73","0.94","-20.1","-16.4","-29.5","11.5","3.4","7841","7.9","41.2","-46.8"
"642.150","48.5481","15","0.8001","0.2098","0.2522","-88.2561","33.4387","154.0411","4.7000","0.1000","23.1070","44.98544544","4.85673877","43.2","0.48","0.75","0.94","-37.8","-28.1","-40.2","11.5","3.4","7852","7.8","41.2","-48.6"
"642.200","48.9256","15","0.8244","0.2418","0.2128","-86.4861","34.1984","154.0382","4.7000","0.1000","22.7694","44.98544605","4.85673008","43.1","0.51","0.74","0.92","-4.4","1.4","-25.4","11.5","3.4","7927","8.1","41.4","-50.5"
"642.250","49.6233","16","0.7993","0.2393","0.1918","-84.8953","32.8831","154.0453","4.7000","0.0900","24.0178","44.98544676","4.85672124","43.2","0.50","0.72","0.92","15.0","13.6","-17.8","11.5","3.4","7995","7.3","41.5","-52.0"
"642.300","50.1008","15","0.7798","0.1996","0.1822","-83.1303","31.8272","154.0294","4.7000","0.0900","25.0534","44.98544778","4.85671231","43.2","0.52","0.71","0.92","6.4","-0.6","-14.9","11.5","3.4","8051","5.9","41.5","-53.2"
"642.350","50.0831","15","0.7495","0.2099","0.1550","-81.7798","30.3832","154.0141","4.7000","0.0900","26.2348","44.98544877","4.85670350","43.2","0.51","0.67","0.92","-18.8","26.8","-7.5","11.5","3.4","8040","5.0","41.6","-54.2"
"642.400","50.6791","15","0.6971","0.2261","0.1596","-80.2384","28.0575","154.0158","4.7000","0.0983","28.7475","44.98545008","4.85669460","43.1","0.52","0.60","0.91","-17.1","17.5","-12.0","11.5","3.4","8079","5.1","41.6","-55.2"
"642.450","51.0509","15","0.6399","0.2517","0.1530","-79.1491","25.5581","154.0181","4.7000","0.1000","31.7903","44.98545149","4.85668565","43.1","0.52","0.54","0.91","-10.4","17.4","-10.5","11.5","3.4","8120","5.2","41.7","-56.2"
"642.500","51.5046","15","0.5831","0.2732","0.1351","-77.8228","23.0924","154.0132","4.7000","0.1000","35.4974","44.98545297","4.85667671","43.1","0.53","0.48","0.90","1.6","16.6","-6.4","11.5","3.4","8165","5.1","41.7","-57.1"
"642.550","51.7868","15","0.4915","0.2660","0.1275","-76.7823","19.2841","154.0067","4.7000","0.1058","42.7405","44.98545446","4.85666778","43.1","0.58","0.40","0.88","8.2","14.7","-6.3","11.5","3.4","8198","4.6","41.7","-57.7"
"642.600","51.8771","15","0.4125","0.2468","0.1051","-76.2021","16.0393","154.0082","4.7000","0.1100","51.4766","44.98545608","4.85665885","43.1","0.55","0.35","0.85","4.9","3.4","-2.4","11.5","3.4","8256","3.8","41.5","-58.3"
"642.650","52.7965","15","0.3373","0.2575","0.1065","-75.4730","13.0048","154.0094","4.7000","0.1100","64.6133","44.98545795","4.85664978","43.2","0.52","0.32","0.88","11.9","-4.1","-2.3","11.6","3.4","8282","3.3","41.3","-58.8"
"642.700","53.6863","15","0.2802","0.2630","0.0832","-74.8076","10.7144","153.9960","4.7000","0.1100","79.7471","44.98545986","4.85664045","43.2","0.49","0.26","0.94","12.2","6.3","0.4","11.6","3.4","8309","2.6","41.4","-58.9"
"642.750","53.9887","16","0.2037","0.2667","0.0693","-74.4281","7.7247","154.0002","4.7000","0.1042","111.2343","44.98546173","4.85663122","43.2","0.45","0.20","0.95","-1.9","31.3","1.7","11.6","3.4","8415","2.1","41.5","-58.9"
"642.800","54.0673","16","0.1386","0.2484","0.0910","-74.1223","5.2086","154.0097","4.7000","0.1000","165.2080","44.98546355","4.85662209","43.2","0.43","0.16","0.88","-5.6","26.1","2.8","11.6","3.4","8548","2.0","41.5","-59.0"
"642.850","54.7953","16","0.0729","0.2003","0.1025","-74.0450","2.7188","154.0166","4.7000","0.1007","320.7620","44.98546552","4.85661263","43.2","0.47","0.10","0.81","12.0","9.6","5.8","11.7","3.4","8623","2.1","41.5","-59.1"
"642.900","54.8075","16","0.0236","0.2051","0.0757","-74.1412","0.8737","154.0124","4.7000","0.1100","998.4369","44.98546735","4.85660336","43.2","0.49","0.06","0.80","21.3","-6.9","5.4","11.7","3.4","8630","1.6","41.6","-58.9"
"642.950","54.9643","16","-0.0201","0.1892","0.0818","-74.1046","-0.7387","154.0166","4.7000","0.1100","1184.1664","44.98546929","4.85659398","43.2","0.49","0.00","0.81","12.2","-18.3","4.9","11.7","3.4","8647","0.9","41.8","-58.5"
"643.000","55.7054","16","-0.0443","0.1794","0.0727","-73.8617","-1.6201","154.0040","4.7000","0.1100","547.2414","44.98547126","4.85658451","43.2","0.54","-0.05","0.84","4.5","-13.2","-0.3","11.8","3.4","8733","0.5","42.0","-58.2"
"643.050","56.0239","15","-0.0707","0.1882","0.0551","-74.0526","-2.5688","153.9997","4.7000","0.1100","347.1031","44.98547318","4.85657497","43.2","0.54","-0.08","0.86","1.6","-6.8","-2.7","11.8","3.4","8805","0.5","41.9","-58.0"
"643.100","56.2315","15","-0.0906","0.1972","0.0448","-74.4863","-3.2728","153.9941","4.7000","0.1100","273.4544","44.98547502","4.85656543","43.2","0.52","-0.10","0.88","1.2","24.3","2.3","11.8","3.4","8856","0.5","41.9","-57.9"
"643.150","56.5442","16","-0.0942","0.2302","0.0250","-74.7491","-3.3813","153.9888","4.7000","0.1100","266.1482","44.98547683","4.85655574","43.2","0.51","-0.08","0.90","-0.2","28.6","5.0","11.8","3.4","8906","0.6","41.8","-57.7"
"643.200","57.1370","16","-0.0825","0.2535","0.0221","-74.6935","-2.9402","153.9858","4.7000","0.1100","309.2867","44.98547876","4.85654588","43.1","0.51","-0.08","0.89","3.5","-6.3","0.7","11.9","3.4","8973","0.8","41.6","-57.4"
"643.250","57.4983","16","-0.0866","0.2471","0.0350","-74.8498","-3.0629","153.9995","4.7000","0.1100","298.7785","44.98548069","4.85653613","43.2","0.50","-0.09","0.88","6.3","-17.1","-1.3","11.9","3.4","9052","0.8","41.4","-57.2"
"643.300","58.0316","16","-0.0974","0.2375","0.0328","-75.0385","-3.4199","154.0025","4.7000","0.1100","270.0700","44.98548257","4.85652611","43.2","0.49","-0.08","0.88","4.6","-5.9","4.6","11.9","3.4","9122","0.8","41.4","-57.0"
"643.350","58.5046","16","-0.1122","0.2557","0.0496","-75.1501","-3.9111","154.0071","4.7000","0.1100","238.0744","44.98548451","4.85651609","43.2","0.48","-0.08","0.89","2.5","-19.3","2.1","12.0","3.4","9180","0.7","41.4","-56.8"
"643.400","59.0160","16","-0.1247","0.2472","0.0589","-75.3543","-4.3120","154.0090","4.7000","0.1100","217.8270","44.98548635","4.85650596","43.2","0.48","-0.09","0.87","5.1","-18.8","0.9","12.0","3.4","9255","0.6","41.4","-56.6"
"643.450","59.1408","16","-0.1169","0.2432","0.0271","-75.5354","-4.0117","153.9901","4.7000","0.1200","234.6257","44.98548815","4.85649579","43.2","0.47","-0.10","0.87","6.3","-17.3","-0.2","12.0","3.4","9332","0.5","41.4","-56.5"
"643.500","59.4948","16","-0.1038","0.2687","-0.0030","-75.7818","-3.5353","153.9843","4.7000","0.1200","267.8407","44.98548999","4.85648569","43.2","0.48","-0.11","0.88","10.0","-20.5","-2.5","12.0","3.4","9408","0.3","41.5","-56.2"
"643.550","60.1925","16","-0.1163","0.2644","0.0155","-76.0416","-3.9314","153.9924","4.7000","0.1142","243.6760","44.98549182","4.85647527","43.2","0.49","-0.12","0.89","8.9","-7.0","-0.9","12.1","3.4","9475","0.1","41.6","-56.0"
"643.600","60.8281","16","-0.1377","0.2522","-0.0027","-76.3137","-4.6195","153.9896","4.7000","0.1100","209.5695","44.98549365","4.85646477","43.2","0.48","-0.12","0.89","6.8","6.4","2.9","12.1","3.4","9546","-0.1","41.6","-55.8"
"643.650","61.1260","16","-0.1363","0.2536","0.0024","-76.6668","-4.5381","153.9837","4.7000","0.1100","214.3764","44.98549534","4.85645413","43.2","0.50","-0.11","0.89","-0.7","6.2","2.0","12.4","3.4","9630","-0.2","41.6","-55.6"
"643.700","61.5762","16","-0.1393","0.2574","-0.0009","-76.7154","-4.6050","153.9816","4.7000","0.1100","212.8163","44.98549722","4.85644351","43.3","0.50","-0.09","0.87","7.4","22.5","9.1","12.9","3.4","9688","-0.2","41.5","-55.5"
"643.750","62.0900","16","-0.1458","0.2605","-0.0029","-76.8104","-4.7814","153.9736","4.7000","0.1100","206.6766","44.98549905","4.85643269","43.3","0.50","-0.09","0.85","10.8","21.7","7.1","13.4","3.4","9759","-0.3","41.5","-55.2"
"643.800","62.4177","16","-0.1570","0.2660","-0.0031","-77.0212","-5.1140","153.9753","4.7000","0.1100","194.2541","44.98550078","4.85642191","43.3","0.48","-0.11","0.86","8.5","-3.9","4.0","13.9","3.4","9814","-0.4","41.6","-55.0"
"643.850","62.8898","16","-0.1604","0.2554","-0.0048","-77.2955","-5.1841","153.9697","4.7000","0.1093","193.0764","44.98550245","4.85641107","43.3","0.49","-0.13","0.86","4.1","25.9","10.2","14.4","3.4","9904","-0.4","41.6","-54.7"
"643.900","63.3729","16","-0.1606","0.2380","0.0076","-77.7164","-5.1533","153.9728","4.7000","0.1000","195.7198","44.98550413","4.85640008","43.4","0.50","-0.14","0.88","8.3","-3.1","4.2","14.9","3.4","9943","-0.5","41.6","-54.4"
"643.950","63.7165","16","-0.1666","0.2178","-0.0143","-78.0584","-5.3118","153.9698","4.7000","0.1000","190.9107","44.98550568","4.85638900","43.4","0.50","-0.15","0.88","4.5","-23.0","-3.5","15.4","3.4","10011","-0.6","41.6","-54.1"
"644.000","64.1942","16","-0.1864","0.2152","-0.0053","-78.3898","-5.9059","153.9696","4.7000","0.1000","172.9939","44.98550732","4.85637785","43.5","0.51","-0.15","0.87","0.4","14.3","3.9","15.9","3.4","10061","-0.6","41.7","-53.8"
"644.050","64.5613","16","-0.1941","0.2391","0.0039","-78.6045","-6.1160","153.9637","4.7000","0.1000","168.0054","44.98550897","4.85636669","43.5","0.52","-0.15","0.87","2.1","61.6","14.3","16.4","3.4","10119","-0.5","41.6","-53.5"
"644.100","65.0319","16","-0.1885","0.2509","-0.0158","-78.8520","-5.8985","153.9607","4.7000","0.1000","175.4700","44.98551047","4.85635537","43.6","0.52","-0.16","0.89","2.4","73.6","13.5","16.9","3.4","10184","-0.6","41.5","-53.3"
"644.150","65.3732","16","-0.1886","0.2267","-0.0071","-79.0287","-5.8625","153.9633","4.7000","0.1000","177.4751","44.98551204","4.85634404","43.7","0.54","-0.16","0.90","3.6","41.6","3.8","17.4","3.4","10233","-0.7","41.4","-52.9"
"644.200","65.6409","16","-0.1762","0.2159","0.0220","-79.3851","-5.4443","153.9796","4.7000","0.1000","191.8887","44.98551348","4.85633260","43.8","0.54","-0.17","0.91","5.5","22.9","-0.9","18.0","3.4","10294","-0.6","41.2","-52.6"
