"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Water Temp","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Logger Temperature","Internal Batt","RPM","Steering Angle","Pitch Angle","Yaw Angle"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","g","g","g","deg/s","deg/s","deg/s","°C","V","rpm","deg","deg","deg"
"0.000","9.8673","15","0.0000","0.0000","0.0345","-108.3766","0.0000","163.0927","26.0000","0.0900","10000.0000","44.98468268","4.85448446","18.1","0.48","0.04","0.87","-9.7","8.9","-0.7","10.3","3.5","6578","-1.2","42.0","-11.4"
"0.050","9.8737","15","0.0094","0.0047","0.0309","-108.2995","1.9290","163.0822","25.9850","0.0900","81.4623","44.98468270","4.85448432","18.1","0.49","0.03","0.87","-10.1","-16.0","-3.0","10.3","3.5","6578","-1.1","41.9","-11.4"
"0.100","10.1201","15","0.1574","0.1537","-0.0386","-106.6254","32.2078","162.8136","25.6400","0.0900","5.0009","44.98468317","4.85448087","18.1","0.47","0.02","0.85","-6.7","27.4","5.1","10.3","3.5","6578","-0.6","41.9","-11.6"
"0.150","10.5383","15","0.1619","0.2248","-0.1706","-105.1811","31.7720","162.5307","25.3350","0.0955","5.2790","44.98468371","4.85447725","18.1","0.49","0.01","0.86","-0.4","-2.6","-2.2","10.3","3.5","6586","-0.4","41.8","-11.7"
"0.200","10.6179","15","-0.1594","0.0195","-0.3532","-105.9497","-30.1109","162.2313","25.0400","0.1000","5.6122","44.98468419","4.85447374","18.1","0.49","0.01","0.87","1.7","-1.8","2.1","10.3","3.5","6591","-0.4","41.8","-11.7"
"0.250","10.9570","15","-0.0302","0.2332","-0.4584","-106.5805","-5.7579","161.9382","24.6900","0.1000","30.2867","44.98468458","4.85447021","18.1","0.50","0.02","0.87","0.9","3.9","-0.5","10.3","3.5","6595","-0.4","41.8","-11.7"
"0.300","11.4866","15","0.0646","0.2948","-0.5583","-106.1158","11.4885","161.6842","24.4400","0.1000","15.9128","44.98468491","4.85446669","18.1","0.49","0.02","0.87","-5.4","31.7","1.5","10.3","3.5","6594","-0.5","41.8","-11.8"
"0.350","11.7227","15","0.1080","0.1125","-0.4776","-104.9806","19.1077","161.4769","24.1900","0.1000","9.7643","44.98468526","4.85446344","18.1","0.51","0.02","0.87","-4.3","4.9","-3.8","10.3","3.5","6592","-0.4","41.9","-11.8"
"0.400","11.8524","15","-0.0428","0.0873","-0.1532","-105.2316","-7.3744","161.2894","23.9400","0.1000","25.5800","44.98468551","4.85446006","18.1","0.49","0.02","0.86","-5.4","9.5","1.4","10.3","3.5","6598","-0.3","41.9","-11.9"
"0.450","12.4697","15","-0.0542","0.3967","0.0001","-105.7000","-9.1958","161.0888","23.6850","0.1000","21.5817","44.98468562","4.85445644","18.0","0.51","0.02","0.87","-2.6","-0.7","-3.3","10.3","3.5","6606","-0.1","41.9","-12.1"
"0.500","13.1211","15","-0.0899","0.3676","-0.2223","-106.3984","-14.3649","160.8774","23.3400","0.1000","14.5374","44.98468577","4.85445296","18.1","0.49","0.02","0.87","-4.2","26.1","2.8","10.3","3.5","6602","0.0","41.9","-12.2"
"0.550","13.6324","15","-0.0213","0.2765","-0.3130","-106.7288","-3.5082","160.6901","23.1450","0.1000","61.8462","44.98468578","4.85444958","18.1","0.51","0.02","0.88","-7.1","-1.4","-4.5","10.3","3.5","6594","0.1","41.8","-12.2"
"0.600","13.9975","15","0.1735","0.0650","-0.3555","-106.6716","25.5321","160.5506","22.9400","0.1000","8.7254","44.98468565","4.85444644","18.1","0.49","0.02","0.87","-9.9","23.0","-2.0","10.3","3.5","6603","0.3","41.7","-12.3"
"0.650","14.1684","15","0.0374","0.2217","-0.4035","-104.5092","5.4782","160.3842","22.6900","0.0900","41.1624","44.98468575","4.85444302","18.1","0.49","0.02","0.87","-6.6","13.1","-5.2","10.3","3.5","6610","0.6","41.6","-12.6"
"0.700","14.1322","15","0.0448","0.1984","-0.3144","-103.4927","6.3804","160.2529","22.4400","0.0900","35.2517","44.98468574","4.85443998","18.0","0.49","0.03","0.87","-6.5","30.2","-0.1","10.3","3.5","6608","0.8","41.7","-12.8"
"0.750","14.6679","15","0.0616","0.1868","-0.4805","-103.2871","8.5412","160.0748","22.1900","0.0900","27.3319","44.98468577","4.85443662","18.1","0.50","0.02","0.88","-7.6","-6.1","-6.6","10.3","3.5","6609","1.0","41.7","-13.0"
"0.800","15.0999","15","0.0773","0.1952","-0.4438","-103.8268","10.5092","159.8932","22.0200","0.0980","22.8678","44.98468565","4.85443325","18.1","0.47","0.02","0.88","-9.7","8.6","-2.0","10.3","3.5","6616","1.2","41.8","-13.3"
"0.850","15.6127","15","0.0679","0.1782","-0.4025","-104.3448","9.0182","159.7641","21.7950","0.1000","27.5538","44.98468547","4.85443022","18.1","0.48","0.02","0.88","-8.8","-9.5","-8.5","10.3","3.5","6619","1.4","41.6","-13.6"
"0.900","15.9535","15","0.0616","0.1761","-0.5244","-104.3234","8.0308","159.6413","21.6700","0.1000","31.6166","44.98468530","4.85442716","18.1","0.45","0.03","0.88","-11.8","12.4","-7.1","10.4","3.5","6624","1.7","41.6","-13.9"
"0.950","16.2009","15","0.0481","0.2236","-0.4300","-102.7194","6.1364","159.4962","21.5450","0.1000","42.0189","44.98468533","4.85442411","18.1","0.49","0.04","0.89","-14.3","-15.2","-13.2","10.4","3.5","6622","2.0","41.6","-14.3"
"1.000","16.5784","15","0.0393","0.2391","-0.3579","-101.9358","4.8892","159.3305","21.3400","0.1000","53.9665","44.98468545","4.85442091","18.1","0.46","0.04","0.87","-16.9","29.7","-7.3","10.4","3.5","6620","2.4","41.7","-14.8"
"1.050","16.8247","15","0.0256","0.2398","-0.3922","-101.6575","3.1000","159.1567","21.1950","0.1000","86.3780","44.98468557","4.85441771","18.1","0.48","0.03","0.87","-6.3","1.2","-11.1","10.4","3.5","6625","2.8","41.7","-15.3"
"1.100","17.3289","15","0.0374","0.2190","-0.5594","-101.5499","4.4231","158.9730","21.0400","0.1000","62.3535","44.98468567","4.85441452","18.1","0.46","0.02","0.87","0.7","42.6","-6.0","10.4","3.5","6629","2.9","41.7","-15.7"
"1.150","17.8273","15","0.0532","0.2045","-0.4484","-102.2728","6.1469","158.8274","20.8450","0.1000","46.1584","44.98468562","4.85441121","18.1","0.51","0.02","0.88","1.6","-7.2","-6.7","10.4","3.5","6627","2.6","41.7","-16.1"
"1.200","18.2062","15","0.0508","0.1893","-0.2325","-102.3908","5.7685","158.7023","20.7200","0.1000","50.2316","44.98468547","4.85440790","18.1","0.48","0.03","0.88","-2.0","32.9","-4.6","10.4","3.5","6628","2.4","41.6","-16.3"
"1.250","18.5653","15","0.0399","0.2204","-0.2039","-100.5375","4.4413","158.5668","20.5950","0.1000","66.5298","44.98468543","4.85440465","18.1","0.49","0.04","0.90","-6.2","10.9","-6.3","10.4","3.5","6630","2.3","41.6","-16.6"
"1.300","19.0456","15","0.0343","0.2209","-0.2317","-100.6540","3.7348","158.4592","20.4700","0.1000","81.1614","44.98468524","4.85440113","18.1","0.47","0.04","0.89","-7.3","25.4","-6.2","10.4","3.5","6635","2.3","41.6","-17.1"
"1.350","19.0279","15","0.0417","0.2230","-0.3188","-101.1297","4.4571","158.3768","20.2900","0.1000","67.9445","44.98468492","4.85439783","18.1","0.47","0.03","0.89","1.8","-0.2","-5.6","10.4","3.5","6641","2.3","41.6","-17.5"
"1.400","19.4870","15","0.0406","0.2146","-0.3057","-101.0151","4.2415","158.2987","20.1200","0.1000","73.1210","44.98468463","4.85439442","18.1","0.46","0.02","0.89","9.4","-0.5","-5.7","10.4","3.5","6640","2.1","41.6","-17.8"
"1.450","20.0371","15","0.0624","0.2062","-0.2108","-100.4360","6.4002","158.2643","19.9950","0.1000","49.8266","44.98468423","4.85439078","18.1","0.47","0.02","0.90","8.6","-32.7","-4.4","10.4","3.5","6641","1.6","41.6","-18.0"
"1.500","20.4765","15","0.0904","0.2148","-0.0204","-99.7118","9.1061","158.2380","19.8700","0.1000","35.7884","44.98468395","4.85438708","18.1","0.45","0.03","0.89","2.0","-20.0","-4.7","10.4","3.5","6649","1.1","41.5","-18.2"
"1.550","20.9156","15","0.0857","0.2234","0.0156","-99.4637","8.4616","158.1956","19.7450","0.1000","39.3404","44.98468356","4.85438326","18.0","0.45","0.03","0.90","-3.5","-6.3","-1.3","10.4","3.5","6656","0.9","41.5","-18.4"
"1.600","21.2930","15","0.0611","0.2612","-0.0818","-98.9126","5.9306","158.1381","19.6200","0.1000","57.1423","44.98468322","4.85437925","18.0","0.48","0.04","0.90","-2.0","-15.0","-5.2","10.4","3.5","6652","0.8","41.6","-18.6"
"1.650","21.6746","15","-0.0069","0.2846","-0.0698","-98.8591","-0.6589","158.1058","19.4950","0.1000","523.5762","44.98468284","4.85437524","18.1","0.48","0.04","0.89","2.5","15.7","1.2","10.4","3.5","6652","0.7","41.6","-18.9"
"1.700","22.0362","15","0.0017","0.2760","0.0006","-99.0779","0.1523","158.0630","19.3700","0.1000","2302.8401","44.98468243","4.85437127","18.0","0.51","0.03","0.90","8.7","-19.8","-2.2","10.4","3.5","6658","0.4","41.6","-19.1"
"1.750","22.5438","15","0.0113","0.2528","0.0308","-99.4965","1.0266","157.9881","19.2450","0.1000","349.5082","44.98468210","4.85436725","18.0","0.48","0.03","0.90","10.4","29.9","4.6","10.4","3.5","6656","-0.0","41.4","-19.2"
"1.800","23.0622","15","-0.0249","0.2374","-0.0337","-98.6034","-2.2032","157.9257","19.1200","0.1000","166.5941","44.98468180","4.85436303","18.1","0.49","0.02","0.92","7.4","10.5","0.7","10.4","3.5","6650","-0.5","41.1","-19.2"
"1.850","23.6052","15","-0.0339","0.1878","-0.0340","-98.5592","-2.9618","157.8858","18.9950","0.1000","126.8429","44.98468139","4.85435861","18.1","0.46","0.03","0.91","1.7","34.1","-3.2","10.4","3.5","6655","-0.9","41.1","-19.2"
"1.900","23.9017","15","0.0002","0.1633","0.0117","-99.4975","0.0218","157.8442","18.8700","0.1000","10000.0000","44.98468093","4.85435443","18.1","0.52","0.04","0.87","0.7","-32.8","-4.0","10.4","3.5","6648","-1.1","41.1","-19.3"
"1.950","24.1117","15","0.0118","0.1174","0.0003","-100.2261","0.9985","157.7769","18.7450","0.1000","384.3384","44.98468044","4.85435015","18.1","0.45","0.03","0.78","-3.5","88.9","7.9","10.4","3.5","6476","-1.2","41.3","-19.4"
"2.000","23.9488","15","0.0476","0.0156","-0.1062","-99.9035","4.0118","157.6831","18.6200","0.1080","95.0089","44.98468011","4.85434579","18.1","0.39","0.04","0.71","-7.6","254.9","5.2","10.4","3.5","6257","-1.2","41.3","-19.5"
"2.050","23.6345","15","0.0607","-0.0565","-0.0493","-98.0906","5.1164","157.6202","18.4950","0.1095","73.5196","44.98467983","4.85434163","18.1","0.45","0.04","0.70","-10.1","307.1","-2.6","10.4","3.5","6091","-1.1","41.2","-19.7"
"2.100","23.7049","15","0.0860","-0.1339","-0.1205","-97.8139","7.2882","157.5447","18.3700","0.1000","51.7653","44.98467964","4.85433733","18.1","0.50","0.05","0.67","-8.2","310.8","-3.6","10.4","3.5","5984","-0.8","41.1","-20.0"
"2.150","23.6003","15","0.0836","-0.1772","-0.0665","-98.3135","7.1542","157.4704","18.3000","0.1000","52.5019","44.98467933","4.85433305","18.1","0.51","0.05","0.64","-6.6","291.6","-5.0","10.4","3.5","5950","-0.6","41.1","-20.3"
"2.200","23.2165","16","0.0766","-0.2133","-0.0944","-97.3609","6.6461","157.3954","18.2200","0.1000","55.5973","44.98467911","4.85432895","18.1","0.54","0.07","0.61","-7.0","183.5","-9.8","10.4","3.5","5863","-0.4","41.3","-20.6"
"2.250","22.3622","16","0.0766","-0.2235","-0.1311","-96.7055","6.7581","157.3227","18.0950","0.1000","52.6636","44.98467895","4.85432487","18.1","0.67","0.09","0.60","-9.1","-66.3","-7.5","10.4","3.5","5767","-0.2","41.5","-20.9"
"2.300","21.8712","16","0.0704","-0.2541","-0.0704","-97.4820","6.3306","157.2740","17.9700","0.1000","54.9851","44.98467859","4.85432106","18.1","0.84","0.07","0.67","-9.6","-137.9","0.6","10.4","3.5","5705","0.0","41.4","-21.3"
"2.350","21.3682","16","0.0737","-0.2474","-0.1232","-96.6736","6.7418","157.1998","17.8450","0.1000","50.4440","44.98467832","4.85431721","18.1","0.78","0.06","0.68","-6.7","35.1","-2.5","10.4","3.5","5622","0.1","41.2","-21.6"
"2.400","21.6376","15","0.0530","-0.2408","-0.2245","-96.6627","4.9510","157.1213","17.7200","0.1000","69.5564","44.98467791","4.85431316","18.1","0.73","0.07","0.64","-8.6","-21.5","-7.5","10.4","3.5","5557","0.3","41.2","-22.0"
"2.450","21.2616","15","0.0499","-0.2306","-0.1098","-96.7290","4.7599","157.0837","17.5950","0.1000","71.0921","44.98467753","4.85430916","18.1","0.77","0.07","0.66","-11.8","-8.4","-5.1","10.4","3.5","5463","0.4","41.1","-22.3"
"2.500","20.6886","15","0.1034","-0.1939","-0.2041","-96.0655","10.0603","156.9926","17.5000","0.1000","32.7297","44.98467739","4.85430540","18.1","0.76","0.08","0.65","-15.1","-13.7","-8.5","10.4","3.5","5413","0.8","40.9","-22.7"
"2.550","20.2215","16","0.1405","-0.1498","-0.2066","-95.2010","13.8790","156.9100","17.4450","0.1055","23.1886","44.98467718","4.85430162","18.1","0.77","0.08","0.64","-16.2","-3.2","-9.1","10.4","3.5","5331","1.2","40.9","-23.2"
"2.600","19.8432","16","0.1262","-0.0864","-0.3665","-94.6065","12.6248","156.8474","17.3200","0.1100","25.0155","44.98467699","4.85429804","18.1","0.80","0.08","0.67","-15.7","-45.3","-8.6","10.4","3.5","5277","1.7","40.8","-23.7"
"2.650","19.7187","16","0.0918","-0.0382","-0.4621","-93.3707","9.2456","156.7973","17.1950","0.1100","33.9441","44.98467693","4.85429470","18.1","0.78","0.08","0.76","-21.3","-87.1","-11.8","10.4","3.5","5722","2.0","40.8","-24.2"
"2.700","19.9149","15","0.1312","-0.0104","-0.5424","-92.7136","13.2607","156.7423","17.0700","0.1130","23.9018","44.98467691","4.85429108","18.1","0.61","0.09","0.82","-29.8","-25.4","-10.0","10.4","3.5","6452","2.6","40.8","-25.0"
"2.750","20.1532","15","0.1184","0.0076","-0.4886","-92.1169","11.9718","156.7039","17.0000","0.1200","26.7919","44.98467702","4.85428753","18.1","0.54","0.11","0.87","-32.3","-2.1","-11.6","10.4","3.5","6694","3.5","40.8","-25.8"
"2.800","20.0633","15","0.1183","0.0263","-0.3248","-92.4089","11.9519","156.6896","16.9200","0.1200","26.7169","44.98467704","4.85428414","18.1","0.46","0.11","0.81","-26.6","119.6","0.7","10.4","3.5","6621","4.4","40.9","-26.8"
"2.850","20.2745","16","0.1493","0.0408","-0.2562","-91.5926","15.0579","156.6603","16.8950","0.1200","21.4292","44.98467716","4.85428056","18.1","0.57","0.11","0.77","-16.0","105.9","-13.0","10.4","3.5","6401","5.0","40.9","-27.7"
"2.900","20.2819","16","0.1373","0.0324","-0.2117","-91.2700","13.8018","156.6160","16.7700","0.1200","23.3880","44.98467724","4.85427682","18.1","0.81","0.10","0.79","-12.7","-25.6","-25.5","10.4","3.5","6194","5.4","40.8","-28.7"
"2.950","20.0694","16","0.1176","-0.0316","-0.3095","-90.9693","11.7892","156.5684","16.7000","0.1200","27.0937","44.98467735","4.85427321","18.1","0.91","0.10","0.80","-25.7","-57.4","-24.1","10.4","3.5","6040","5.5","40.8","-29.5"
"3.000","20.2004","16","0.1485","-0.0997","-0.3408","-88.8251","14.9395","156.5207","16.6200","0.1280","21.5201","44.98467777","4.85426942","18.2","0.85","0.10","0.80","-33.5","45.4","-20.4","10.4","3.5","5918","6.0","40.7","-30.5"
"3.050","19.9313","16","0.1916","-0.1219","-0.4353","-88.0347","19.4480","156.4633","16.5000","0.1400","16.3110","44.98467805","4.85426591","18.1","0.71","0.10","0.78","-34.1","190.7","-23.6","10.4","3.5","5849","6.4","40.7","-30.9"
"3.100","19.6107","16","0.2287","-0.1251","-0.4556","-86.5360","23.4769","156.4206","16.4700","0.1400","13.2945","44.98467844","4.85426252","18.1","0.58","0.13","0.71","-27.3","122.7","-32.3","10.5","3.5","5742","7.3","40.8","-32.1"
"3.150","19.1853","16","0.2517","-0.1029","-0.3452","-85.5643","26.1341","156.3901","16.4000","0.1345","11.6837","44.98467885","4.85425923","18.1","0.69","0.15","0.72","-22.4","-114.3","-28.0","10.5","3.5","5651","8.2","41.2","-33.5"
"3.200","18.9724","16","0.2723","-0.0535","-0.3318","-83.8136","28.5345","156.3570","16.3200","0.1380","10.5821","44.98467937","4.85425586","18.2","0.80","0.14","0.81","-30.1","-185.0","-20.6","10.5","3.5","5881","8.8","41.4","-35.1"
"3.250","18.7979","16","0.3260","0.0078","-0.3299","-84.7219","34.3249","156.3220","16.2950","0.1400","8.7161","44.98467971","4.85425267","18.2","0.63","0.17","0.86","-47.3","-49.9","-18.6","10.5","3.5","6428","9.4","41.3","-36.7"
"3.300","19.1130","16","0.3656","0.0711","-0.4866","-81.5304","38.4525","156.2764","16.1700","0.1370","7.9109","44.98468036","4.85424919","18.1","0.55","0.19","0.92","-52.3","-2.4","-28.1","10.5","3.5","6668","10.3","41.3","-38.6"
"3.350","19.8464","15","0.3909","0.1635","-0.4811","-78.8960","40.8214","156.2536","16.1000","0.1245","7.7377","44.98468111","4.85424545","18.2","0.49","0.20","0.94","-39.1","2.8","-32.8","10.5","3.5","6688","11.3","41.3","-40.6"
"3.400","20.2991","15","0.3928","0.2170","-0.3765","-76.7509","40.4250","156.2419","16.0200","0.1200","7.9919","44.98468195","4.85424181","18.1","0.46","0.19","0.94","-11.2","-5.4","-31.5","10.5","3.5","6689","12.0","41.1","-42.9"
"3.450","20.4281","16","0.3790","0.2408","-0.4260","-75.4863","38.2630","156.2029","15.9950","0.1100","8.4971","44.98468283","4.85423825","18.1","0.46","0.20","0.95","1.5","-3.1","-29.2","10.5","3.5","6685","11.6","41.1","-44.7"
"3.500","20.7569","15","0.3844","0.2867","-0.4832","-73.0805","37.9984","156.1406","15.8700","0.1100","8.6940","44.98468382","4.85423457","18.1","0.46","0.21","0.96","-15.8","13.6","-24.9","10.5","3.5","6686","10.6","41.1","-46.4"
"3.550","21.4546","15","0.3795","0.2857","-0.4062","-70.2759","36.6162","156.1048","15.8000","0.1100","9.3254","44.98468501","4.85423081","18.2","0.46","0.23","0.96","-26.9","-4.8","-30.0","10.5","3.5","6687","10.1","41.0","-48.1"
"3.600","22.0461","15","0.3869","0.2613","-0.3869","-68.3912","36.4712","156.0578","15.7200","0.1100","9.6206","44.98468628","4.85422708","18.2","0.44","0.25","0.96","-25.5","39.4","-21.1","10.5","3.5","6684","9.9","41.0","-50.2"
"3.650","22.3561","15","0.3717","0.2313","-0.3903","-66.9608","34.3192","156.0052","15.6950","0.1100","10.3676","44.98468756","4.85422328","18.2","0.48","0.28","0.98","-33.4","14.5","-28.3","10.5","3.5","6684","9.9","41.1","-52.1"
"3.700","22.4342","15","0.3981","0.2002","-0.3173","-67.0517","36.1105","155.9700","15.6000","0.1070","9.8877","44.98468879","4.85421956","18.2","0.49","0.28","0.98","-40.2","7.4","-36.0","10.5","3.5","6686","10.2","41.2","-54.2"
"3.750","22.5841","15","0.4208","0.1946","-0.3449","-64.9947","37.5959","155.9074","15.5450","0.1000","9.5605","44.98469029","4.85421575","18.1","0.46","0.31","0.98","-40.5","13.3","-33.2","10.5","3.5","6688","10.6","41.2","-56.3"
"3.800","23.0283","15","0.4308","0.2185","-0.3117","-62.5950","37.9237","155.8505","15.5000","0.1080","9.6643","44.98469191","4.85421196","18.1","0.44","0.31","0.97","-14.1","1.5","-31.7","10.5","3.5","6688","11.0","41.1","-58.8"
"3.850","23.9151","15","0.4257","0.2373","-0.2314","-60.2923","36.8734","155.7898","15.4000","0.1100","10.3223","44.98469372","4.85420805","18.2","0.44","0.30","0.99","-2.8","14.2","-30.3","10.5","3.5","6689","10.6","41.0","-60.9"
"3.900","24.2540","15","0.4721","0.2377","-0.1743","-57.6111","40.1816","155.7494","15.3700","0.1100","9.6067","44.98469576","4.85420424","18.2","0.45","0.34","1.00","-14.6","-0.9","-32.3","10.5","3.5","6690","9.7","40.9","-62.8"
"3.950","24.6046","15","0.5159","0.2215","-0.0684","-55.3396","43.1745","155.7079","15.2450","0.1100","9.0700","44.98469777","4.85420059","18.2","0.44","0.36","0.97","-26.8","24.5","-27.0","10.5","3.5","6691","9.2","40.8","-64.6"
"4.000","24.8799","15","0.5475","0.2467","-0.1092","-53.5904","45.1239","155.6594","15.2000","0.1100","8.7753","44.98469981","4.85419709","18.2","0.46","0.37","0.99","-26.3","11.3","-29.1","10.5","3.5","6690","9.0","40.7","-66.8"
"4.050","25.4246","15","0.5829","0.2910","-0.0553","-51.4368","47.2243","155.6131","15.1000","0.1100","8.5686","44.98470219","4.85419364","18.2","0.46","0.38","0.99","-25.6","-1.2","-33.9","10.5","3.5","6689","8.9","40.7","-68.7"
"4.100","25.8196","15","0.5886","0.2808","0.0317","-49.4010","46.7594","155.5627","15.0700","0.1100","8.7882","44.98470455","4.85419006","18.2","0.44","0.40","0.99","-30.5","-8.0","-37.4","10.5","3.5","6689","8.9","40.7","-70.1"
"4.150","26.1136","15","0.5835","0.2670","0.1066","-48.2437","45.5097","155.5116","15.0000","0.1100","9.1324","44.98470699","4.85418649","18.2","0.45","0.40","0.99","-23.2","-7.2","-37.1","10.5","3.5","6688","8.9","40.7","-72.4"
"4.200","26.4470","15","0.5456","0.2491","0.1063","-45.3025","41.8204","155.4749","14.9200","0.1180","10.0649","44.98470959","4.85418312","18.2","0.44","0.39","0.98","-11.1","19.5","-26.1","10.5","3.5","6686","8.8","40.7","-74.9"
"4.250","27.5610","15","0.5524","0.2471","-0.1263","-41.1804","41.6712","155.4063","14.8950","0.1395","10.5264","44.98471273","4.85418007","18.2","0.47","0.39","0.98","2.3","-4.9","-24.9","10.5","3.5","6685","8.4","40.5","-76.8"
"4.300","27.7680","15","0.5137","0.2716","-0.1674","-40.2469","38.1502","155.3949","14.8000","0.1300","11.5842","44.98471554","4.85417682","18.2","0.45","0.38","0.97","1.5","40.6","-19.6","10.5","3.5","6684","7.6","40.3","-78.4"
"4.350","28.0296","15","0.4678","0.2812","-0.2074","-39.2437","34.1479","155.3739","14.7450","0.1300","13.0639","44.98471836","4.85417357","18.2","0.47","0.36","0.96","-0.3","22.5","-17.0","10.5","3.5","6679","6.8","40.3","-79.7"
"4.400","28.8122","15","0.4316","0.2566","-0.0799","-37.3866","30.9589","155.3928","14.7000","0.1460","14.8119","44.98472145","4.85417052","18.2","0.45","0.33","0.96","-1.2","10.7","-13.2","10.5","3.5","6680","5.9","40.2","-81.2"
"4.450","28.8840","15","0.3540","0.2559","-0.0718","-35.4965","24.9998","155.3783","14.6000","0.1395","18.3883","44.98472456","4.85416760","18.2","0.44","0.30","0.95","2.7","5.0","-11.0","10.5","3.5","6679","5.2","40.3","-82.3"
"4.500","29.4498","15","0.2796","0.2499","-0.1837","-35.3619","19.4472","155.3332","14.5700","0.1270","24.1016","44.98472774","4.85416437","18.2","0.45","0.25","0.94","9.1","-25.5","-7.4","10.5","3.5","6677","4.4","40.4","-83.3"
"4.550","29.8226","15","0.2358","0.2483","-0.1204","-34.8236","16.1565","155.3236","14.4450","0.1200","29.3777","44.98473092","4.85416106","18.2","0.43","0.19","0.93","18.4","0.9","-0.2","10.5","3.5","6678","3.6","40.5","-83.9"
"4.600","30.0349","15","0.1973","0.2470","-0.1023","-33.8171","13.3241","155.3350","14.4000","0.1120","35.8764","44.98473410","4.85415802","18.3","0.45","0.13","0.93","22.7","-13.1","-0.5","10.5","3.5","6675","2.5","40.5","-84.4"
"4.650","30.6238","15","0.1458","0.2226","-0.0649","-33.0809","9.6999","155.3451","14.3000","0.1100","50.2475","44.98473735","4.85415483","18.2","0.44","0.09","0.92","15.1","9.1","3.5","10.5","3.5","6671","1.4","40.6","-84.4"
"4.700","31.2144","15","0.1759","0.2304","-0.0685","-32.7058","11.5510","155.3376","14.2700","0.1100","43.0086","44.98474080","4.85415155","18.2","0.47","0.07","0.94","6.7","-5.4","2.6","10.5","3.5","6667","0.5","40.6","-84.4"
"4.750","31.6837","15","0.1698","0.2667","-0.0306","-32.0288","11.0115","155.3310","14.2000","0.1100","45.7942","44.98474428","4.85414844","18.3","0.45","0.05","0.93","3.5","31.3","2.1","10.5","3.5","6666","0.2","40.5","-84.3"
"4.800","32.2960","15","0.1130","0.2568","-0.0256","-31.9343","7.2225","155.3173","14.1200","0.1100","71.1673","44.98474785","4.85414505","18.3","0.45","0.03","0.94","6.9","6.1","0.2","10.5","3.5","6666","0.2","40.3","-84.2"
"4.850","32.7293","15","0.0882","0.2760","-0.0968","-31.1621","5.5547","155.2864","14.0950","0.1005","93.7771","44.98475162","4.85414183","18.3","0.44","0.03","0.93","7.5","18.7","-0.8","10.5","3.5","6663","-0.0","40.2","-84.1"
"4.900","32.8003","15","0.1039","0.2990","-0.1593","-30.3866","6.4351","155.2479","14.0000","0.1070","81.1221","44.98475527","4.85413851","18.3","0.42","0.02","0.93","4.2","-5.1","0.9","10.5","3.5","6658","-0.3","40.3","-84.1"
"4.950","33.3253","15","0.1152","0.2613","-0.2298","-30.6460","7.0332","155.2031","13.9450","0.1000","75.4117","44.98475892","4.85413506","18.3","0.44","0.02","0.93","7.0","-19.7","-2.1","10.5","3.5","6655","-0.5","40.3","-84.1"
"5.000","33.7311","15","0.0753","0.2507","-0.2276","-30.9017","4.5356","155.1735","13.9000","0.1000","118.3620","44.98476263","4.85413152","18.2","0.40","0.02","0.91","1.3","0.1","-0.4","10.5","3.5","6651","-0.7","40.3","-84.1"
"5.050","34.3776","15","0.0585","0.2401","-0.1396","-30.4424","3.4765","155.1620","13.8000","0.1010","157.3794","44.98476650","4.85412817","18.2","0.44","0.03","0.93","1.0","-27.5","-2.0","10.5","3.5","6644","-0.8","40.2","-84.2"
"5.100","35.1575","15","0.0665","0.2255","-0.1464","-30.3669","3.9032","155.1295","13.7700","0.1260","143.3549","44.98477049","4.85412471","18.2","0.43","0.04","0.91","-2.8","-22.8","-3.0","10.5","3.5","6642","-0.9","40.3","-84.3"
"5.150","35.5138","15","0.0431","0.2521","-0.2447","-30.0683","2.5025","155.0692","13.7000","0.1455","225.8649","44.98477437","4.85412127","18.2","0.45","0.04","0.91","1.7","-41.2","-3.0","10.5","3.5","6636","-0.8","40.2","-84.4"
"5.200","35.7672","15","0.0208","0.2659","-0.3067","-29.3401","1.1916","155.0164","13.6200","0.1580","477.7200","44.98477839","4.85411793","18.2","0.44","0.03","0.90","3.6","-8.9","2.4","10.5","3.5","6632","-0.9","40.2","-84.5"
"5.250","35.7782","15","0.0109","0.2528","-0.2448","-29.5971","0.6183","155.0017","13.5950","0.1605","920.9088","44.98478231","4.85411449","18.2","0.49","0.03","0.91","1.3","-41.7","0.0","10.5","3.5","6633","-1.1","40.2","-84.6"
"5.300","36.1229","15","-0.0340","0.2437","-0.2012","-29.6760","-1.8941","154.9759","13.5000","0.1670","303.5210","44.98478636","4.85411112","18.2","0.47","0.03","0.92","-3.0","10.8","1.9","10.5","3.5","6632","-1.1","40.2","-84.5"
"5.350","37.0521","15","-0.0531","0.2333","-0.1716","-30.2407","-2.9286","154.9487","13.4450","0.1545","201.3593","44.98479049","4.85410744","18.3","0.49","0.03","0.93","-5.6","-15.5","-3.1","10.5","3.5","6631","-1.0","40.0","-84.5"
